"X3096.PBK.0001"	"X3096.PBK.0002"	"X3096.PBK.0004"	"X3096.PBK.0005"	"X3096.PBK.0006"	"X3096.PBK.0009"	"X3096.PBK.0010"	"X3096.PBK.0011"	"X3096.PBK.0012"	"X3096.PBK.0013"	"X3096.PBK.0014"	"X3096.PBK.0015"	"X3096.PBK.0016"	"X3096.PBK.0019"	"X3096.PBK.0020"	"X3096.PBK.0021"	"X3096.PBK.0022"	"X3096.PBK.0023"	"X3096.PBK.0024"	"X3096.PBK.0025"	"X3096.PBK.0026"	"X3096.PBK.0027"	"X3096.PBK.0028"	"X3096.PBK.0029"	"X3096.PBK.0032"	"X3096.PBK.0033"	"X3096.PBK.0034"	"X3096.PBK.0035"	"X3096.PBK.0039"	"X3096.PBK.0041"	"X3096.PBK.0043"	"X3096.PBK.0122"	"X3096.PBK.0123"
"HALLMARK_NOTCH_SIGNALING"	0.58375772878327	0.572691373648112	0.496255906749731	0.508730927817976	0.52091225156685	0.59203418176847	0.60329934714313	0.551487385346503	0.566069622850725	0.514746876005908	0.538412010194614	0.510206549330049	0.549917932868706	0.576581580315022	0.59739715507267	0.528373656013069	0.598460625039898	0.55742851069433	0.553975582286966	0.629492087358298	0.603842155191319	0.547082935896913	0.52594765276338	0.539491372079256	0.532896774504586	0.547057018752911	0.617801653095854	0.531848447651182	0.504187815542256	0.570437079163953	0.568078403292163	0.561138464285727	0.535637581227492
"HALLMARK_ADIPOGENESIS"	0.580239802199085	0.591665024174836	0.531677138604615	0.57985146514336	0.603690839484824	0.591906356741771	0.582383135641428	0.525102500279833	0.640302608437813	0.610539864892674	0.55235008096339	0.524763161305261	0.623334916561008	0.66034476714552	0.648813536373584	0.665995425420548	0.574133800393355	0.659372646468922	0.684496480463174	0.601246829415941	0.660769846873278	0.809268715847662	0.600047242281152	0.619121203913017	0.594730386280443	0.575557531157277	0.575760102017975	0.612694650448304	0.583475032876051	0.595538485082139	0.649548833219147	0.645389531221396	0.598961607414886
"HALLMARK_ESTROGEN_RESPONSE_EARLY"	0.304855213489927	0.296387544400625	0.308817960215255	0.368745677569933	0.410177885964082	0.38388559101476	0.292798364230988	0.241916695556208	0.416557236380281	0.39847980751147	0.29360142796652	0.223533385945592	0.307684817891667	0.460012871957731	0.477213706213016	0.400505983653742	0.290068361595286	0.421969718923729	0.490633297585922	0.332513868321987	0.461613317861104	0.386955604913494	0.449038065386901	0.403338705889273	0.393448082555449	0.38512528588308	0.29402883970767	0.451222504995192	0.441934418903963	0.349194474468511	0.446147723612766	0.358532079163042	0.379348296699486
"HALLMARK_ESTROGEN_RESPONSE_LATE"	0.297999881836243	0.300081912831089	0.350306330312839	0.426294778023938	0.474386034812965	0.426249875744033	0.289187502090455	0.230140115160825	0.456046227503372	0.484661208416253	0.328820068357329	0.223198454563392	0.328795355256225	0.507973961889471	0.515883181318775	0.475924262661496	0.28848771681925	0.475440789171805	0.540735559897747	0.330665322684245	0.496350698095577	0.403140416596063	0.484821194009979	0.441836667540233	0.444147852061438	0.426601599272957	0.284125959008104	0.498561243132348	0.492317127678731	0.395654632423902	0.498199277903996	0.383980794571478	0.437847405017808
"HALLMARK_ANDROGEN_RESPONSE"	0.550874537870589	0.540970808263109	0.520275816661136	0.504298818804642	0.527102473106053	0.515172692672506	0.533892066497015	0.482001545143525	0.562767261613799	0.498409174271749	0.483979780895895	0.47392557785686	0.529032847210559	0.579936014210039	0.567890301091863	0.553055302652739	0.542047590235637	0.535885943303961	0.574832536013719	0.560324203951151	0.572312269298845	0.547707928385922	0.543858285993598	0.516534944670384	0.531769244473297	0.505351436021987	0.51024396290553	0.50762454646279	0.512918273773719	0.505703057016054	0.563061258388236	0.553483421069682	0.50759467442463
"HALLMARK_MYOGENESIS"	0.379060987989404	0.376800878332173	0.341456626689658	0.354562034741053	0.371168819465773	0.380686383629555	0.357486285253386	0.368504250621595	0.369359242107883	0.350237936413328	0.367915853579882	0.351735308618209	0.383662309914843	0.363316525576852	0.378354228456795	0.353816709356872	0.367155892832074	0.381148808340771	0.39418891123074	0.380244291863067	0.408952798331896	0.431437249871724	0.320950453677764	0.370390483263885	0.350232042552943	0.394620594134747	0.381274931719154	0.368660712217717	0.3142198811556	0.398996500244625	0.375733898791098	0.396839555504774	0.381765491408327
"HALLMARK_PROTEIN_SECRETION"	0.658389995039893	0.651110913800558	0.640451346991865	0.601313104509755	0.60068785833748	0.623946154211676	0.657211620887588	0.633900126345142	0.644966776581027	0.597788917601591	0.633368505622588	0.641015974713667	0.65710864455771	0.650951558729813	0.611423463030651	0.619988426171748	0.673083612506998	0.592932659546377	0.626680813392457	0.664516391743286	0.623340576369458	0.648280178547854	0.649676480685886	0.627229928891169	0.644556807152515	0.611020814535858	0.627542058647952	0.607378794217526	0.629254540329876	0.624635067970784	0.641601382168328	0.636660992875874	0.598175069216018
"HALLMARK_INTERFERON_ALPHA_RESPONSE"	0.526058247809759	0.539977221685761	0.480485430325389	0.593059257442444	0.569596844022389	0.557600432758582	0.626696334217274	0.526121484413146	0.520470864139202	0.482496277925472	0.492279047648333	0.46097367593428	0.525594410960241	0.485948459875766	0.480759733291563	0.537261275548368	0.524642886921267	0.509219863106688	0.475046944144493	0.539158364935789	0.510632762698944	0.529186120455437	0.434300599379819	0.547613705484781	0.486853885063901	0.463195461526543	0.534426403645823	0.461046402533524	0.501993587628422	0.542862619062412	0.494365598433281	0.584444615787543	0.533183985998748
"HALLMARK_INTERFERON_GAMMA_RESPONSE"	0.452933780006933	0.474823963432611	0.422625960603362	0.530055791011232	0.509293949835488	0.47718925525656	0.55077970032661	0.43653345405903	0.446820032337408	0.42400888435056	0.388163735284344	0.374793397884892	0.446251396374302	0.433277192385555	0.433554018483406	0.488614188799669	0.458533305820312	0.462140237992717	0.438245963462798	0.463263052177729	0.449528236127884	0.447554496923472	0.396886624863226	0.481949011124471	0.432848639414908	0.412219276142498	0.457970816817135	0.402799535260467	0.447988884308938	0.462465554298204	0.443267502508395	0.527825016490925	0.487724252496551
"HALLMARK_APICAL_JUNCTION"	0.434972617959948	0.427629950524494	0.412145170984033	0.458113850822839	0.472937658065785	0.484846027911353	0.429336169521132	0.387243358112269	0.463642490422564	0.445592663399296	0.434318854567015	0.36805795807259	0.397350370951608	0.475867176020212	0.495222652242297	0.468116442554269	0.423217921465435	0.4777785655344	0.501544268589789	0.443151124335346	0.50892108209297	0.438512899709231	0.436432811229319	0.487738262258756	0.445835493043557	0.4528441426922	0.430418363650581	0.444279890460643	0.432187743515258	0.462011815478271	0.488593001634572	0.472065699329659	0.473324446596909
"HALLMARK_APICAL_SURFACE"	0.242994704576083	0.237386669991084	0.237623228500866	0.281322244809365	0.294853836607523	0.301927940922133	0.250970276213724	0.190428883905733	0.259868462196402	0.31894448458758	0.255631504958065	0.182615344572591	0.221657442256952	0.311967040950765	0.337381234317917	0.312187445311524	0.230950455673061	0.324023976627263	0.332942076101633	0.256455881807958	0.3517263211259	0.302230918305439	0.271444291154522	0.306934160258476	0.262271214013766	0.254314321809884	0.239654022887127	0.315920045960031	0.292282173667982	0.3184847440653	0.311510054022304	0.300855460506335	0.304820349946556
"HALLMARK_HEDGEHOG_SIGNALING"	0.347684220344268	0.318926998572812	0.274751810071643	0.250696543750459	0.269413894650087	0.328441442968717	0.302788766555572	0.341808957369647	0.254561896332865	0.231805270950039	0.346361218817847	0.337382222919934	0.319448432669427	0.26348433380012	0.29182999176816	0.264580459178126	0.358863285708976	0.279479935178175	0.260617875739837	0.326639727829305	0.301140960473067	0.296604583842515	0.216147238532567	0.278723190240404	0.247081655366448	0.23516911647773	0.311633918856499	0.210433047372708	0.197541505585229	0.350839984374411	0.271969255582579	0.338420539786601	0.260766157554343
"HALLMARK_COMPLEMENT"	0.348867854432077	0.369612931842384	0.347585112174361	0.408243852312578	0.408398508618671	0.38553577293967	0.410728492844835	0.30945037376747	0.369931054472734	0.392145607347295	0.311246101887524	0.283619926938824	0.364175011894148	0.403503149859576	0.406285314209552	0.433359356535451	0.365721808953406	0.404558507752298	0.408026385527678	0.366186865008105	0.39256906088018	0.365974425491321	0.363823593541436	0.395146388718576	0.368922591764793	0.363261273053047	0.348923376548221	0.356417215770319	0.377234592679219	0.385173053885831	0.401962012694028	0.408543466186274	0.383390863680605
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE"	0.593807540181309	0.599437747240113	0.581993469189492	0.615365101771568	0.633528973056505	0.610076376932651	0.599554032177462	0.553147354098227	0.601453354631625	0.615733805486925	0.582797776266444	0.564413677623798	0.620717018441856	0.626994903656474	0.610408763624812	0.635462373390263	0.621262666880436	0.619585534219486	0.62378684529863	0.607863646975413	0.603191575598988	0.594952090445113	0.63849920855176	0.613187517811793	0.606630870839957	0.583374474989897	0.574282323392695	0.615544846956338	0.635368733753943	0.609397092977283	0.611796901885811	0.615707183055871	0.616530844780806
"HALLMARK_PI3K_AKT_MTOR_SIGNALING"	0.463844865295213	0.472279268840154	0.485833286186178	0.510170388008138	0.517955154889448	0.498992813693318	0.482109137638886	0.450796210933031	0.501829420357139	0.513532185969051	0.468474580039071	0.447867497976933	0.474120502584714	0.526703860886602	0.523999215744762	0.510061978348669	0.481798374520671	0.484189200986191	0.52782420801596	0.477537535277935	0.496808299714607	0.48396735137271	0.544356505153759	0.505087268939744	0.504538084549095	0.494251985463082	0.452242530672181	0.502733848854441	0.537186334699657	0.491748852311634	0.517788791131461	0.491957198377174	0.497651321367536
"HALLMARK_MTORC1_SIGNALING"	0.524712998336594	0.529583417350461	0.53349536940795	0.578926326970715	0.620068003342701	0.566593796833896	0.531506977664308	0.458017012894099	0.618871137609853	0.618975402803955	0.503884185801037	0.467121422693375	0.553804375993094	0.656920910167768	0.63798696310509	0.66256557421571	0.548819772463364	0.638990275622298	0.675864804603556	0.555147283656893	0.62565995549895	0.602116352207451	0.641672738069581	0.589449043350254	0.585794890873966	0.564208139654004	0.501608095750651	0.61219426029812	0.625886568009837	0.56417492721574	0.634881737800396	0.603862023104515	0.575348532714708
"HALLMARK_E2F_TARGETS"	0.341373580071517	0.338058393522593	0.355768669171072	0.374955587971903	0.380186191778733	0.358467913971214	0.346578439630467	0.315642723992615	0.371393175009107	0.417605847197025	0.342121673583363	0.320768508274816	0.355082646865879	0.379398641661611	0.343946327372257	0.408389231765758	0.356747080376453	0.374335148764199	0.38708901155708	0.342659942418635	0.352538508068554	0.299363696447252	0.408328931986963	0.356581562034888	0.372083652036594	0.365257419241694	0.318988517479779	0.391332727088538	0.417520366445538	0.359113967878525	0.370050304190984	0.33552636975254	0.362670173881467
"HALLMARK_MYC_TARGETS_V1"	0.773996791538947	0.783177963008575	0.773748153599762	0.794840691358695	0.803925525275517	0.790406233498419	0.779889931809079	0.737098148240794	0.796661329077545	0.815019521125934	0.758812576511171	0.747283249971132	0.805237684681128	0.808291608320346	0.780967956300312	0.823215307747781	0.792405168506919	0.801805810950718	0.803030612128483	0.781709092244036	0.787058627814084	0.773972171650061	0.819093776237428	0.791561379885133	0.802768568870152	0.782904071339855	0.761762923951229	0.807571303801895	0.815501349754295	0.793236174156439	0.798311518507686	0.781882738856895	0.794384913627974
"HALLMARK_MYC_TARGETS_V2"	0.4189851390682	0.424671384275969	0.439865306672364	0.508812010927359	0.542516726373879	0.482919453737653	0.414634717453463	0.375610876126575	0.495256718987666	0.535338904974702	0.380644375896005	0.376668853786624	0.470640560396559	0.525073222264669	0.512343096580018	0.526625659261196	0.425000484745033	0.541544147326521	0.544724392826339	0.429608943400228	0.49101622024016	0.459148076989241	0.572698447411635	0.464911192394128	0.480217251373203	0.474884958260527	0.399731045777651	0.562916525785859	0.583726998898637	0.466889846638475	0.493835228241477	0.430007982641216	0.488873336697769
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION"	0.598670914644492	0.589598170781968	0.545688025272148	0.590087547929804	0.590641325526114	0.58866780328846	0.602068863995532	0.56633274359316	0.527325363414517	0.486116596795488	0.548953168198617	0.515245353050155	0.579392413816579	0.553377696714703	0.576437117085913	0.607779879566628	0.610031393105762	0.593488112424927	0.571010102283797	0.595830719575939	0.597749833153112	0.546964302403626	0.48602793011351	0.605220925019102	0.518986977714793	0.521316169256765	0.573367947603253	0.491975573285958	0.465530579957729	0.612698897344333	0.582204273208038	0.660209765958763	0.617584202599156
"HALLMARK_INFLAMMATORY_RESPONSE"	0.196430810790608	0.219720672033125	0.194934346546785	0.261466683952965	0.260541815903626	0.221958203555869	0.277124439492211	0.167412393584473	0.191175529152124	0.201042662263982	0.125029754252801	0.116635655186474	0.182991932576685	0.217098951924267	0.236588739743945	0.273872704916893	0.219719590515187	0.228623988454092	0.238828666345791	0.222244804997838	0.215973357599275	0.147019202509093	0.199212829567623	0.234423565606278	0.190938756300997	0.204473030757228	0.205924978394033	0.186428481137781	0.230652838878388	0.219105587652675	0.23153624647323	0.274432429686804	0.24491435752327
"HALLMARK_XENOBIOTIC_METABOLISM"	0.305297171540111	0.328069127618771	0.283497407330701	0.346552648580101	0.36648829122441	0.355049618520669	0.322916602880713	0.26684322983751	0.37163476680884	0.367859965870665	0.281047655660149	0.253270377204358	0.348217896843112	0.420719134981299	0.419657653634638	0.415228689839996	0.308529877119546	0.40761977781085	0.436190962070406	0.328392829041947	0.39782736040108	0.425921104207379	0.36230257466723	0.38243761146069	0.353721357487248	0.333481877226518	0.299510836580025	0.369937038193482	0.366510693883656	0.347621396529813	0.395836339896644	0.374541585304819	0.349256055878447
"HALLMARK_FATTY_ACID_METABOLISM"	0.491813520113463	0.50471715627866	0.454649272749758	0.49041281707091	0.528657393859631	0.511700168507232	0.501954655582767	0.454048432105539	0.58617428249055	0.551545091778782	0.473246280686733	0.464657902640834	0.542657217287441	0.595305469543381	0.574815118274231	0.609404995035801	0.502649982053304	0.609118520401571	0.625091798539281	0.528444556582432	0.586700919626918	0.672007921148107	0.51690968641004	0.526891811798532	0.52223845482512	0.500368699323185	0.495902620938989	0.53456383130478	0.50189152891358	0.518037709966765	0.590350106500009	0.567984562099508	0.504714664958411
"HALLMARK_OXIDATIVE_PHOSPHORYLATION"	0.736841733200114	0.756066919652402	0.708426038121957	0.74730707902706	0.760397842518047	0.747472279201005	0.750937871120679	0.689317455687593	0.781659237754041	0.779356836946928	0.720935930669021	0.714369954949952	0.805049605368838	0.803157151553348	0.780635198938392	0.816275423738117	0.752659283531759	0.798659920348767	0.807564158946415	0.763230083806661	0.787323842389771	0.858861875080319	0.762886116679475	0.765861824454529	0.767383664336133	0.742667588520997	0.730757968920373	0.786981740692561	0.762694686486213	0.763910713024427	0.782654296710391	0.769077737214593	0.756846929804948
"HALLMARK_GLYCOLYSIS"	0.387468370202912	0.389042918254113	0.375527200838499	0.397220050414719	0.423081233673291	0.410588009200151	0.380847235255652	0.333818058723985	0.411405491953176	0.430975453732988	0.383769023371525	0.357557562532302	0.416327615997114	0.447878138564741	0.458184545930058	0.472357435892871	0.399407964857173	0.450922806764567	0.470474464030718	0.396887717644434	0.444468554422287	0.466594118355072	0.421788135205718	0.419469216807985	0.402378657349218	0.378462548435191	0.363219681959295	0.432913791568511	0.421730943514783	0.415278759026231	0.430574523320229	0.417695705661705	0.410000294501986
"HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY"	0.596456692011984	0.616290540699712	0.567935876672746	0.644445917664313	0.676707431927288	0.632893795127665	0.630515798036987	0.550080562014598	0.657352716873341	0.652939270160315	0.588003108393959	0.561951396997984	0.657366785446728	0.677031664401332	0.680049920383279	0.70645466001461	0.609050368127222	0.691122857380795	0.70947653662627	0.630070830115613	0.675643149637019	0.704137431693353	0.655861994063616	0.659294137894437	0.62673066138238	0.6166676157125	0.604884407585659	0.6703271852343	0.637061065178837	0.63044441302605	0.666573835307819	0.673674728030283	0.643372331554667
"HALLMARK_P53_PATHWAY"	0.496772503428513	0.503750123551735	0.522681054884011	0.585739761901197	0.605408561183993	0.565451154217224	0.496628804614039	0.453492751939604	0.58061155413503	0.596764142111918	0.520856368494047	0.449308666543653	0.512988622994159	0.597522955707956	0.595591306031863	0.589009462107335	0.482864409035178	0.587259145001085	0.606705095883053	0.507516996497748	0.57988880656165	0.503421359656335	0.602051069127929	0.576819568829166	0.563665956135009	0.58156973014134	0.484886089208096	0.607262303258351	0.603756157517791	0.53692537268161	0.590278052662836	0.570569308379217	0.584779711039666
"HALLMARK_UV_RESPONSE_UP"	0.412462831315732	0.415138973961553	0.411953424684125	0.477046767369765	0.506085052177504	0.472852204914168	0.442108109220213	0.393017325016385	0.477804608425709	0.485627504188598	0.451462280255325	0.401566189154957	0.467331593946569	0.496505846216217	0.50134265303031	0.512551649402222	0.442659403153832	0.495634590734886	0.508903521974005	0.448985536055613	0.488469426870418	0.475084460643383	0.488639430414481	0.469908308924849	0.461352844347193	0.471322969457629	0.42416322483276	0.490206917295639	0.491461857911022	0.460126819953342	0.49134914113123	0.48670989218834	0.480071472295482
"HALLMARK_UV_RESPONSE_DN"	0.532580960485915	0.526804215816163	0.484653929811033	0.455676183923204	0.45621416993805	0.495873693126477	0.52558202010589	0.526311995673842	0.487751303796813	0.427132548288366	0.494357084252815	0.50516625815471	0.51877787300305	0.494317482857841	0.485896010107702	0.480108374069113	0.563543629243027	0.485450101428626	0.483699512788935	0.543066514440406	0.488182029088207	0.502640270490995	0.456039648834091	0.489652661698021	0.459234326891793	0.457016242043338	0.519041532023566	0.409538039140367	0.432375193553324	0.505837243771469	0.497152695757132	0.541082517861283	0.47906995258882
"HALLMARK_ANGIOGENESIS"	0.47086637829385	0.481430566312259	0.432084625417428	0.492827965667211	0.484838828416182	0.488494801209814	0.479872301595296	0.434888537812548	0.450969068061298	0.386644044551041	0.458741830796495	0.394967771187294	0.476702700763927	0.466736647538089	0.473108296982968	0.487496166589733	0.485680736109796	0.490528241201649	0.451366743255885	0.464865415028561	0.480865247486033	0.478665596668612	0.376516733636132	0.485667675225571	0.431287831757783	0.419044527391202	0.472076141656437	0.370750331070153	0.370728575371224	0.48431111261766	0.459925192197081	0.516669323125007	0.47158010635215
"HALLMARK_HEME_METABOLISM"	0.384782261232223	0.384987987855297	0.374337211573555	0.393500149376448	0.404674915830977	0.410625728503161	0.384486094825156	0.37171846710439	0.414639010334306	0.405821425348444	0.379969227056338	0.360240759753384	0.392731684332951	0.436742157239673	0.439056397741244	0.410012449283415	0.385849282351625	0.400063916901671	0.442244289638255	0.393086015583406	0.418750165689037	0.427716708480292	0.432601917731937	0.415961595586726	0.402322542874653	0.403276278471367	0.373637899968577	0.415994355491347	0.428669931962022	0.394034287854658	0.427737017142131	0.407279519539459	0.40780137849031
"HALLMARK_COAGULATION"	0.329199802193188	0.342901917808088	0.312153005498932	0.384041200295524	0.389729807727651	0.35487404004299	0.358837025662575	0.303463403338973	0.329557701566543	0.324299370984336	0.29593387065297	0.263720422550347	0.343771561557574	0.362975923750134	0.378713216824619	0.396581961500912	0.337682360440957	0.369407683660267	0.371849511092373	0.343051792592474	0.383352646571057	0.358435566876915	0.318174859958008	0.387279060369298	0.337311277912151	0.331035604025151	0.329267301584225	0.346219715003272	0.316399737188104	0.370187257693947	0.370647872833605	0.393470468000197	0.37910834589913
"HALLMARK_IL2_STAT5_SIGNALING"	0.363481123170852	0.379143365668505	0.353842946302586	0.412028386745655	0.419049483504535	0.392055851481125	0.401790895314062	0.332106479638049	0.367794205845109	0.379837949525633	0.324463410030993	0.309466798850551	0.365322132999915	0.394005412099045	0.414775976188021	0.424323989938493	0.383158884094283	0.401620522726682	0.411681499293249	0.379205308757143	0.41115743402974	0.368923703978688	0.36733089183457	0.40644988063079	0.357945294875809	0.36111218683617	0.36370603710876	0.357081224845582	0.372427952372464	0.381704150770639	0.400304883331456	0.418849705663224	0.404623759607731
"HALLMARK_BILE_ACID_METABOLISM"	0.21047820677789	0.221574751092053	0.204558392927405	0.208851039638503	0.240777064799507	0.238743546895519	0.210060573330422	0.18953680774147	0.32066497225024	0.262652544352286	0.221565034800934	0.200879986447204	0.245082541368734	0.333079490498164	0.324172878619677	0.292024738911578	0.216836172604243	0.302331091269217	0.348777791465179	0.258629905303539	0.304663619084055	0.32171509017794	0.281139180125401	0.244621663701354	0.246962241302517	0.236715542243864	0.2307291326638	0.246143101218136	0.248688132685607	0.231886678517573	0.319500895018622	0.275683643793899	0.232138053315241
"HALLMARK_PEROXISOME"	0.448353656289877	0.445286638660089	0.430149402213299	0.45483116738482	0.482769029801927	0.47671494131899	0.443770918650817	0.41011273331916	0.53514197815638	0.485964563766778	0.444549877628867	0.420865550786307	0.469060140865499	0.537146654982473	0.522204714008737	0.525869992950016	0.457367284789139	0.528796380756105	0.553920679840086	0.477130838185587	0.521102894181254	0.526531165453423	0.491799665750125	0.472507855846645	0.473132417632681	0.468326161858126	0.444575942249707	0.476919888527786	0.465119080816069	0.469062392316842	0.528606493939401	0.51506158817472	0.466917174298456
